Ticker,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_1_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_2_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_3_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_4_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_5_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_1_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_2_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_3_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_4_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_5_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_1_TEXTBLOB,Granger_alpha_lag_1_TEXTBLOB,Granger_beta1_lag_1_TEXTBLOB,Granger_beta2_lag_1_TEXTBLOB,Granger_pvalue_lag_2_TEXTBLOB,Granger_alpha_lag_2_TEXTBLOB,Granger_beta1_lag_2_TEXTBLOB,Granger_beta2_lag_2_TEXTBLOB,Granger_pvalue_lag_3_TEXTBLOB,Granger_alpha_lag_3_TEXTBLOB,Granger_beta1_lag_3_TEXTBLOB,Granger_beta2_lag_3_TEXTBLOB,Granger_pvalue_lag_1_FINBERT,Granger_alpha_lag_1_FINBERT,Granger_beta1_lag_1_FINBERT,Granger_beta2_lag_1_FINBERT,Granger_beta3_lag_1_FINBERT,Granger_pvalue_lag_2_FINBERT,Granger_alpha_lag_2_FINBERT,Granger_beta1_lag_2_FINBERT,Granger_beta2_lag_2_FINBERT,Granger_beta3_lag_2_FINBERT,Granger_pvalue_lag_3_FINBERT,Granger_alpha_lag_3_FINBERT,Granger_beta1_lag_3_FINBERT,Granger_beta2_lag_3_FINBERT,Granger_beta3_lag_3_FINBERT
UL,0.8192282,0.9616051,2.1825705,0.3891132,1.0670409,2.4219839,0.5833499,1.0838944,1.7901045,0.353069,1.0659057,1.54043,0.5868137,1.060295,1.3849253,0.3240796,0.9616051,2.1825705,0.3172482,1.0670409,2.4219839,0.1639346,1.0838944,1.7901045,0.2235204,1.0659057,1.54043,0.3595681,1.060295,1.3849253,0.7225342,0.9616051,2.1825705,0.0012308,1.0670409,2.4219839,0.0151276,1.0838944,1.7901045,0.0038252,1.0659057,1.54043,0.0057618,1.060295,1.3849253,0.824401,0.9616051,2.1825705,0.0709029,1.0670409,2.4219839,0.2035226,1.0838944,1.7901045,0.0762634,1.0659057,1.54043,0.1089809,1.060295,1.3849253,0.5455546,0.9616051,2.1825705,0.4128073,1.0670409,2.4219839,0.3372221,1.0838944,1.7901045,0.5757531,1.0659057,1.54043,0.7265614,1.060295,1.3849253,0.7429797,1.9227801,0.502982,-1.301928,0.4219782,1.9227801,-1.2329793,-0.4904248,0.9443845,1.9227801,0.1036886,1.4900379,0.4457166,1372.0940891,-4714.9244607,-4714.8173587,-4714.9063302,0.821618,1372.0940891,1404.2546606,1401.9414251,1402.0582548,0.7498828,1372.0940891,1942.3401068,1942.4773733,1941.5350023
UNH,0.5418185,0.9726314,11.783915,0.7060441,0.9270375,11.4283934,0.886545,0.9231553,10.5929912,0.8992315,0.9247239,12.1953942,0.9609701,0.9230755,12.5618199,0.7517166,0.9726314,11.783915,0.8704208,0.9270375,11.4283934,0.937848,0.9231553,10.5929912,0.7773787,0.9247239,12.1953942,0.869603,0.9230755,12.5618199,0.9150101,0.9726314,11.783915,0.5447801,0.9270375,11.4283934,0.4002558,0.9231553,10.5929912,0.4838717,0.9247239,12.1953942,0.3502063,0.9230755,12.5618199,0.4009388,0.9726314,11.783915,0.682695,0.9270375,11.4283934,0.8272037,0.9231553,10.5929912,0.5541108,0.9247239,12.1953942,0.6889521,0.9230755,12.5618199,0.3819369,0.9726314,11.783915,0.409924,0.9270375,11.4283934,0.4426544,0.9231553,10.5929912,0.4608858,0.9247239,12.1953942,0.4096435,0.9230755,12.5618199,0.4988693,9.0986868,-11.3754639,5.4651635,0.7074667,9.0986868,6.2826743,2.4059889,0.7706947,9.0986868,-4.880643,1.4712385,0.2928222,-101625.7214884,51291.8864294,51294.3336128,51289.9629339,0.1446603,-101625.7214884,71367.0776135,71372.9947302,71381.0433552,0.6689882,-101625.7214884,-21025.1601744,-21030.6043981,-21034.4377067
UNP,0.6411144,0.9367348,13.6500139,0.7976531,0.9583508,14.1764156,0.94793,0.9551195,15.4713599,0.495538,0.9437881,16.4739605,0.5868954,0.9482756,15.7255988,0.4678848,0.9367348,13.6500139,0.5110969,0.9583508,14.1764156,0.1969597,0.9551195,15.4713599,0.3429639,0.9437881,16.4739605,0.4379672,0.9482756,15.7255988,0.3138069,0.9367348,13.6500139,0.185581,0.9583508,14.1764156,0.278181,0.9551195,15.4713599,0.4062735,0.9437881,16.4739605,0.3349433,0.9482756,15.7255988,0.5452194,0.9367348,13.6500139,0.2359043,0.9583508,14.1764156,0.1956531,0.9551195,15.4713599,0.3788236,0.9437881,16.4739605,0.1076171,0.9482756,15.7255988,0.8900626,0.9367348,13.6500139,0.8318739,0.9583508,14.1764156,0.7424329,0.9551195,15.4713599,0.8763889,0.9437881,16.4739605,0.7271283,0.9482756,15.7255988,0.5704312,17.4051821,-2.2233992,2.512051,0.5213746,17.4051821,2.571363,-2.2638112,0.9407712,17.4051821,0.2980889,-4.0522869,0.9412877,6390.3764269,-1104.1766913,-1102.0819048,-1102.0959643,0.8990552,6390.3764269,1911.1644752,1915.4780111,1913.6562707,0.6314556,6390.3764269,-7183.4729573,-7180.6741436,-7182.8497198
UPS,0.0625462,0.982663,2.2155925,0.1435571,0.9564264,2.113995,0.3001894,0.9571422,2.2136025,0.079565,0.9605913,2.0493468,0.0997496,0.9594629,1.8825286,0.1107996,0.982663,2.2155925,0.2541179,0.9564264,2.113995,0.0467673,0.9571422,2.2136025,0.1258842,0.9605913,2.0493468,0.2109878,0.9594629,1.8825286,0.3266081,0.982663,2.2155925,0.5202558,0.9564264,2.113995,0.2264445,0.9571422,2.2136025,0.1448956,0.9605913,2.0493468,0.0717242,0.9594629,1.8825286,0.6227113,0.982663,2.2155925,0.1518898,0.9564264,2.113995,0.0618539,0.9571422,2.2136025,0.129,0.9605913,2.0493468,0.18741,0.9594629,1.8825286,0.6435447,0.982663,2.2155925,0.2440095,0.9564264,2.113995,0.360016,0.9571422,2.2136025,0.2531933,0.9605913,2.0493468,0.1492737,0.9594629,1.8825286,0.3014283,1.812874,-4.4074752,-1.618435,0.6535412,1.812874,1.9312998,0.5913134,0.1820016,1.812874,-5.7355353,6.6424687,0.4158103,-27397.1801409,9690.0561454,9688.0811719,9687.4819511,0.736969,-27397.1801409,4031.61017,4029.2470367,4033.2816287,0.2522034,-27397.1801409,13683.5964662,13679.5924017,13682.1905009
V,0.0815816,0.9893098,3.0640795,0.2227772,0.8303373,2.997568,0.2722016,0.8266159,3.0499603,0.3709049,0.8244812,3.233558,0.0250783,0.8339922,3.0332782,0.2963672,0.9893098,3.0640795,0.2260409,0.8303373,2.997568,0.4219931,0.8266159,3.0499603,0.5615917,0.8244812,3.233558,0.221645,0.8339922,3.0332782,0.2548527,0.9893098,3.0640795,0.6456426,0.8303373,2.997568,0.8291348,0.8266159,3.0499603,0.9363753,0.8244812,3.233558,0.9040869,0.8339922,3.0332782,0.5988919,0.9893098,3.0640795,0.2324415,0.8303373,2.997568,0.4099529,0.8266159,3.0499603,0.4464534,0.8244812,3.233558,0.5860633,0.8339922,3.0332782,0.6205236,0.9893098,3.0640795,0.4165748,0.8303373,2.997568,0.6226333,0.8266159,3.0499603,0.6467354,0.8244812,3.233558,0.8789571,0.8339922,3.0332782,0.0594486,5.4352528,14.020242,-4.8493331,0.4890279,5.4352528,-5.1655781,-3.571003,0.6820822,5.4352528,-2.6452747,0.594632,0.6006158,41192.2527404,-10937.6348258,-10939.4140913,-10940.7084514,0.679295,41192.2527404,-8701.7319682,-8706.0845964,-8701.2072672,0.3004913,41192.2527404,-21547.4718542,-21547.6927903,-21546.7426841
VALE,0.6658711,0.9546633,0.5148614,0.7984276,0.9346097,0.5079602,0.8908466,0.9470515,0.5808077,0.9005891,0.9403097,0.6360015,0.768223,0.9332161,0.7694838,0.327247,0.9546633,0.5148614,0.3632214,0.9346097,0.5079602,0.5848057,0.9470515,0.5808077,0.7608124,0.9403097,0.6360015,0.6425359,0.9332161,0.7694838,0.9899132,0.9546633,0.5148614,0.9461495,0.9346097,0.5079602,0.9489735,0.9470515,0.5808077,0.6070139,0.9403097,0.6360015,0.8116543,0.9332161,0.7694838,0.59461,0.9546633,0.5148614,0.3352792,0.9346097,0.5079602,0.5219505,0.9470515,0.5808077,0.6703072,0.9403097,0.6360015,0.781292,0.9332161,0.7694838,0.5273842,0.9546633,0.5148614,0.4535522,0.9346097,0.5079602,0.3063575,0.9470515,0.5808077,0.1369582,0.9403097,0.6360015,0.2257657,0.9332161,0.7694838,0.3790571,0.726798,0.3776514,-0.1862305,0.8377341,0.726798,0.0875023,-0.2137213,0.5986361,0.726798,0.2257073,-0.0359808,0.6591481,2406.3051546,-489.9538278,-489.9402539,-490.1455067,0.3301049,2406.3051546,-1081.5984062,-1081.713134,-1081.5013103,0.4543294,2406.3051546,-834.1233802,-834.1793741,-834.0067114
VZ,0.7883063,0.9847142,0.6020043,0.4446991,0.9062526,0.4880508,0.6197742,0.9098833,0.5545966,0.6701461,0.9074534,0.5929776,0.7618382,0.9156482,0.4458801,0.5641673,0.9847142,0.6020043,0.313585,0.9062526,0.4880508,0.4592856,0.9098833,0.5545966,0.6215654,0.9074534,0.5929776,0.689546,0.9156482,0.4458801,0.9338021,0.9847142,0.6020043,0.0672381,0.9062526,0.4880508,0.1163861,0.9098833,0.5545966,0.0573068,0.9074534,0.5929776,0.0177498,0.9156482,0.4458801,0.9997218,0.9847142,0.6020043,0.1096235,0.9062526,0.4880508,0.2230191,0.9098833,0.5545966,0.3117382,0.9074534,0.5929776,0.0684996,0.9156482,0.4458801,0.9355114,0.9847142,0.6020043,0.9891148,0.9062526,0.4880508,0.8522473,0.9098833,0.5545966,0.529666,0.9074534,0.5929776,0.4758639,0.9156482,0.4458801,0.6027097,0.5718723,-0.3925427,0.4256797,0.5782667,0.5718723,-0.4168387,-0.4299746,0.9855419,0.5718723,-0.0135671,0.1932847,0.1779082,-1920.6295318,3588.4616032,3588.2819613,3588.4922375,0.9534603,-1920.6295318,154.5288664,155.5695612,155.1877698,0.4877381,-1920.6295318,-1822.7261684,-1822.3981786,-1822.1790829
WMT,0.7282503,1.005079,-0.0394792,0.1329679,0.8911707,-0.0918072,0.2636998,0.8884647,-0.1149639,0.3513333,0.888597,-0.0989229,0.1652944,0.8899098,-0.16497,0.3015776,1.005079,-0.0394792,0.1185448,0.8911707,-0.0918072,0.1881187,0.8884647,-0.1149639,0.2707978,0.888597,-0.0989229,0.2797034,0.8899098,-0.16497,0.362529,1.005079,-0.0394792,0.796827,0.8911707,-0.0918072,0.5839617,0.8884647,-0.1149639,0.5713992,0.888597,-0.0989229,0.5258897,0.8899098,-0.16497,0.357676,1.005079,-0.0394792,0.5813279,0.8911707,-0.0918072,0.6893264,0.8884647,-0.1149639,0.7884675,0.888597,-0.0989229,0.7799959,0.8899098,-0.16497,0.949787,1.005079,-0.0394792,0.6741903,0.8911707,-0.0918072,0.6788257,0.8884647,-0.1149639,0.6958951,0.888597,-0.0989229,0.7032669,0.8899098,-0.16497,0.4235985,0.6786037,-2.1825266,2.3045332,0.1257775,0.6786037,-4.1776102,-1.7125983,0.7596778,0.6786037,0.8384496,-1.3440552,0.1383772,8892.612353,-13233.0605043,-13234.337592,-13233.0244257,0.8173904,8892.612353,2064.1013577,2064.6487595,2062.9420732,0.8000929,8892.612353,2275.5125307,2277.2234347,2277.3390801
XEL,0.2610157,0.9627201,2.4592916,0.0862298,0.9290517,2.3412322,0.1744421,0.9270703,2.2243457,0.3765687,0.9157332,1.8031848,0.4752142,0.919723,1.8425263,0.0987306,0.9627201,2.4592916,0.2836866,0.9290517,2.3412322,0.5144284,0.9270703,2.2243457,0.5868824,0.9157332,1.8031848,0.7197705,0.919723,1.8425263,0.3678663,0.9627201,2.4592916,0.5290936,0.9290517,2.3412322,0.7705548,0.9270703,2.2243457,0.9249199,0.9157332,1.8031848,0.8212182,0.919723,1.8425263,0.191951,0.9627201,2.4592916,0.3894854,0.9290517,2.3412322,0.5617314,0.9270703,2.2243457,0.6973754,0.9157332,1.8031848,0.5977996,0.919723,1.8425263,0.0806452,0.9627201,2.4592916,0.2404434,0.9290517,2.3412322,0.4072282,0.9270703,2.2243457,0.5662369,0.9157332,1.8031848,0.6346161,0.919723,1.8425263,0.4071409,1.2271159,2.5042454,1.8576315,0.0553821,1.2271159,5.645485,-0.6305661,0.6028816,1.2271159,-1.5845126,0.1510319,0.6154097,-14675.524722,-3220.5807273,-3220.8256307,-3222.0066526,0.4864961,-14675.524722,4487.4764903,4486.2284524,4486.6557578,0.0318085,-14675.524722,13412.797681,13413.0011184,13412.3735759
XOM,0.1455275,1.0003227,0.4671285,0.247815,0.9340469,0.3620305,0.4529315,0.9289753,0.3343686,0.6590006,0.9334513,0.4467657,0.7942166,0.9356413,0.3350354,0.5727737,1.0003227,0.4671285,0.4469125,0.9340469,0.3620305,0.5524211,0.9289753,0.3343686,0.594418,0.9334513,0.4467657,0.7045057,0.9356413,0.3350354,0.7734577,1.0003227,0.4671285,0.5545424,0.9340469,0.3620305,0.5129605,0.9289753,0.3343686,0.6472429,0.9334513,0.4467657,0.7532081,0.9356413,0.3350354,0.3272245,1.0003227,0.4671285,0.5943368,0.9340469,0.3620305,0.7991191,0.9289753,0.3343686,0.4177368,0.9334513,0.4467657,0.4947519,0.9356413,0.3350354,0.4782631,1.0003227,0.4671285,0.3093935,0.9340469,0.3620305,0.2929108,0.9289753,0.3343686,0.1241364,0.9334513,0.4467657,0.1817972,0.9356413,0.3350354,0.1334491,0.3623842,4.2468981,-1.6924509,0.3423061,0.3623842,-2.6601093,2.1449,0.8419383,0.3623842,-0.5509672,-0.8041318,0.5101512,-5792.2379201,6206.8375358,6208.0395652,6206.9136537,0.6618129,-5792.2379201,4158.0942239,4157.6209404,4156.2480258,0.631015,-5792.2379201,-4571.4642052,-4571.8640219,-4573.370562
