Ticker,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_1_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_2_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_3_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_4_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_5_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_1_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_2_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_3_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_4_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_5_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_1_TEXTBLOB,Granger_alpha_lag_1_TEXTBLOB,Granger_beta1_lag_1_TEXTBLOB,Granger_beta2_lag_1_TEXTBLOB,Granger_pvalue_lag_2_TEXTBLOB,Granger_alpha_lag_2_TEXTBLOB,Granger_beta1_lag_2_TEXTBLOB,Granger_beta2_lag_2_TEXTBLOB,Granger_pvalue_lag_3_TEXTBLOB,Granger_alpha_lag_3_TEXTBLOB,Granger_beta1_lag_3_TEXTBLOB,Granger_beta2_lag_3_TEXTBLOB,Granger_pvalue_lag_1_FINBERT,Granger_alpha_lag_1_FINBERT,Granger_beta1_lag_1_FINBERT,Granger_beta2_lag_1_FINBERT,Granger_beta3_lag_1_FINBERT,Granger_pvalue_lag_2_FINBERT,Granger_alpha_lag_2_FINBERT,Granger_beta1_lag_2_FINBERT,Granger_beta2_lag_2_FINBERT,Granger_beta3_lag_2_FINBERT,Granger_pvalue_lag_3_FINBERT,Granger_alpha_lag_3_FINBERT,Granger_beta1_lag_3_FINBERT,Granger_beta2_lag_3_FINBERT,Granger_beta3_lag_3_FINBERT
CSCO,0.3297586,0.9974357,0.2851815,0.2811706,0.7597526,0.0386984,0.3585779,0.7581035,0.0483869,0.1323254,0.7582819,0.2106512,0.0934569,0.769397,0.0636984,0.6496823,0.9974357,0.2851815,0.5228167,0.7597526,0.0386984,0.697701,0.7581035,0.0483869,0.7882528,0.7582819,0.2106512,0.7312829,0.769397,0.0636984,0.896575,0.9974357,0.2851815,0.6991517,0.7597526,0.0386984,0.4368405,0.7581035,0.0483869,0.6034259,0.7582819,0.2106512,0.5671714,0.769397,0.0636984,0.5690157,0.9974357,0.2851815,0.6769498,0.7597526,0.0386984,0.8373511,0.7581035,0.0483869,0.8310218,0.7582819,0.2106512,0.9178838,0.769397,0.0636984,0.3738501,0.9974357,0.2851815,0.351798,0.7597526,0.0386984,0.26042,0.7581035,0.0483869,0.4111427,0.7582819,0.2106512,0.4937624,0.769397,0.0636984,0.1937908,-0.2047804,1.7812231,0.0360649,0.2054567,-0.2047804,-1.7386389,0.9041323,0.3644463,-0.2047804,-1.2482423,0.0426741,0.0114335,10528.2431287,-9413.7662991,-9414.0139606,-9413.4716987,0.7796771,10528.2431287,-1061.3991185,-1061.8286415,-1061.964212,0.9888639,10528.2431287,-52.8867666,-52.3501803,-51.9187053
CSGP,0.8993907,0.9368895,4.5755347,0.1209292,0.8396037,3.4249423,0.2470584,0.8471156,4.1330644,0.3751042,0.8483413,3.8807994,0.5359018,0.8568403,4.4167314,0.8903278,0.9368895,4.5755347,0.9362242,0.8396037,3.4249423,0.9796564,0.8471156,4.1330644,0.8423717,0.8483413,3.8807994,0.7647692,0.8568403,4.4167314,0.7947486,0.9368895,4.5755347,0.9347502,0.8396037,3.4249423,0.6189784,0.8471156,4.1330644,0.1589557,0.8483413,3.8807994,0.0471523,0.8568403,4.4167314,0.1641091,0.9368895,4.5755347,0.4285636,0.8396037,3.4249423,0.2916666,0.8471156,4.1330644,0.0823046,0.8483413,3.8807994,0.1483102,0.8568403,4.4167314,0.1387643,0.9368895,4.5755347,0.3702163,0.8396037,3.4249423,0.4647659,0.8471156,4.1330644,0.6030379,0.8483413,3.8807994,0.2598411,0.8568403,4.4167314,0.7639586,3.2982633,-0.8554567,-0.4924211,0.0309673,3.2982633,-6.0926263,2.1091407,0.6513764,3.2982633,1.3052252,-0.5067416,0.2824061,-1681.236158,9341.0156889,9341.696948,9339.4175403,0.4746002,-1681.236158,-6279.0281666,-6279.0315001,-6278.913693,0.8733702,-1681.236158,-1377.597883,-1375.8772875,-1377.0249772
CVX,0.5738843,0.9884676,2.044213,0.574646,1.0269793,2.1576519,0.6277599,1.0296673,2.0455386,0.8206602,1.0317655,2.45497,0.8851984,1.0335527,2.3587888,0.0221414,0.9884676,2.044213,0.0561131,1.0269793,2.1576519,0.1707959,1.0296673,2.0455386,0.23029,1.0317655,2.45497,0.1832249,1.0335527,2.3587888,0.3945886,0.9884676,2.044213,0.6167779,1.0269793,2.1576519,0.7562643,1.0296673,2.0455386,0.4640035,1.0317655,2.45497,0.26965,1.0335527,2.3587888,0.6274555,0.9884676,2.044213,0.8226469,1.0269793,2.1576519,0.9057567,1.0296673,2.0455386,0.2426131,1.0317655,2.45497,0.2119771,1.0335527,2.3587888,0.745925,0.9884676,2.044213,0.9478401,1.0269793,2.1576519,0.9307673,1.0296673,2.0455386,0.9249156,1.0317655,2.45497,0.9597462,1.0335527,2.3587888,0.7452757,3.6142472,1.2832982,-5.3279857,0.2872064,3.6142472,-4.1793022,-0.5348487,0.3370601,3.6142472,-3.7565692,1.034757,0.9669816,-19424.1516128,566.8297468,568.5868099,568.6369714,0.4195226,-19424.1516128,10992.3413471,10992.993612,10992.8969463,0.5600592,-19424.1516128,7865.632253,7865.7565201,7864.8050955
D,0.9256182,0.975573,1.3345599,0.8144154,0.9999516,1.3620111,0.9189482,1.0010389,1.3134782,0.9685341,0.9970349,1.1340484,0.8419558,1.0066379,1.2175416,0.0157622,0.975573,1.3345599,0.0248554,0.9999516,1.3620111,0.0636118,1.0010389,1.3134782,0.1110108,0.9970349,1.1340484,0.1732582,1.0066379,1.2175416,0.5707292,0.975573,1.3345599,0.0176008,0.9999516,1.3620111,0.0451395,1.0010389,1.3134782,0.008673,0.9970349,1.1340484,0.0213898,1.0066379,1.2175416,0.0934264,0.975573,1.3345599,0.0110472,0.9999516,1.3620111,0.0238393,1.0010389,1.3134782,0.0288091,0.9970349,1.1340484,0.0545938,1.0066379,1.2175416,0.2113768,0.975573,1.3345599,0.4873927,0.9999516,1.3620111,0.5377814,1.0010389,1.3134782,0.4841845,0.9970349,1.1340484,0.528512,1.0066379,1.2175416,0.3863967,0.2462752,-0.9826158,2.1304285,0.9342662,0.2462752,0.0930989,0.849489,0.4629409,0.2462752,0.8065578,-0.4093123,0.6875534,-2545.8897041,-1757.0754145,-1757.8715108,-1756.6995816,0.3163618,-2545.8897041,4447.4995658,4449.5581501,4448.5437978,0.9745163,-2545.8897041,-144.4188003,-144.1008426,-144.5407474
DE,0.9427021,0.9749762,10.9809368,0.9053801,0.9312882,10.4678227,0.9765063,0.9323923,10.5443651,0.9688623,0.9323035,12.4899972,0.7684335,0.9394207,10.7035585,0.4167019,0.9749762,10.9809368,0.7380298,0.9312882,10.4678227,0.8760644,0.9323923,10.5443651,0.9260126,0.9323035,12.4899972,0.968926,0.9394207,10.7035585,0.0646931,0.9749762,10.9809368,0.189013,0.9312882,10.4678227,0.279836,0.9323923,10.5443651,0.360608,0.9323035,12.4899972,0.4735218,0.9394207,10.7035585,0.8990811,0.9749762,10.9809368,0.984129,0.9312882,10.4678227,0.9730516,0.9323923,10.5443651,0.979746,0.9323035,12.4899972,0.9918782,0.9394207,10.7035585,0.1501648,0.9749762,10.9809368,0.3650468,0.9312882,10.4678227,0.2686436,0.9323923,10.5443651,0.3376527,0.9323035,12.4899972,0.4000788,0.9394207,10.7035585,0.8415029,13.4548984,2.2663707,-5.1342418,0.6487116,13.4548984,5.1620355,-2.0602436,0.9445258,13.4548984,0.7893154,-1.5923261,0.4436237,45954.4459299,-25220.0916591,-25230.8897123,-25237.7515727,0.960568,45954.4459299,-1628.3822053,-1629.1174835,-1629.5033791,0.5620268,45954.4459299,-19089.4132536,-19086.9823723,-19078.8084319
DEO,0.6916545,1.0031406,-0.9937424,0.7077173,1.0086499,-0.9959123,0.2684777,1.0054684,-1.8641082,0.4419994,0.9980203,-2.0783561,0.1114612,0.9869063,-3.6133379,0.4515859,1.0031406,-0.9937424,0.6994563,1.0086499,-0.9959123,0.18774,1.0054684,-1.8641082,0.2813664,0.9980203,-2.0783561,0.5276109,0.9869063,-3.6133379,0.9740114,1.0031406,-0.9937424,0.6925239,1.0086499,-0.9959123,0.7143526,1.0054684,-1.8641082,0.8230582,0.9980203,-2.0783561,0.5400192,0.9869063,-3.6133379,0.7498035,1.0031406,-0.9937424,0.9331541,1.0086499,-0.9959123,0.7099991,1.0054684,-1.8641082,0.4297822,0.9980203,-2.0783561,0.2563089,0.9869063,-3.6133379,0.7205132,1.0031406,-0.9937424,0.4883756,1.0086499,-0.9959123,0.2008452,1.0054684,-1.8641082,0.0332076,0.9980203,-2.0783561,0.0471293,0.9869063,-3.6133379,0.7108384,-2.0524675,-1.68658,-2.4579492,0.4882868,-2.0524675,-3.0748004,-0.4041103,0.3725575,-2.0524675,3.9899828,4.0354407,0.8953404,32744.6305601,1700.4249875,1700.8893209,1697.6519121,0.0317298,32744.6305601,-27578.1626541,-27576.5803685,-27575.4516446,0.5898521,32744.6305601,-6870.7654389,-6871.4474101,-6867.6025182
DIS,0.3834347,0.9836468,1.595871,0.4285082,1.0891807,1.5381616,0.6832873,1.1001545,1.5410229,0.7024089,1.1033909,1.4557588,0.5908415,1.11503,1.801268,0.0544608,0.9836468,1.595871,0.1501155,1.0891807,1.5381616,0.27473,1.1001545,1.5410229,0.1670589,1.1033909,1.4557588,0.3405741,1.11503,1.801268,0.0402736,0.9836468,1.595871,0.0333863,1.0891807,1.5381616,0.0450356,1.1001545,1.5410229,0.0850015,1.1033909,1.4557588,0.0672786,1.11503,1.801268,0.1071996,0.9836468,1.595871,0.2511762,1.0891807,1.5381616,0.3185155,1.1001545,1.5410229,0.4705891,1.1033909,1.4557588,0.3841166,1.11503,1.801268,0.8127045,0.9836468,1.595871,0.694922,1.0891807,1.5381616,0.363876,1.1001545,1.5410229,0.4024417,1.1033909,1.4557588,0.3897978,1.11503,1.801268,0.9694026,0.1821429,0.2079839,6.2585526,0.3861344,0.1821429,-4.7177542,0.7059196,0.7441994,0.1821429,1.775709,-1.1318073,0.2787136,48111.1893165,-20846.5590821,-20853.2823484,-20852.9872285,0.2030336,48111.1893165,-24434.2665543,-24431.6677294,-24430.0080181,0.8816044,48111.1893165,-2827.5646834,-2826.5265929,-2823.6927695
DLR,0.394075,0.9757466,3.6531998,0.57511,1.0307591,3.8735675,0.8058256,1.0233166,4.2141287,0.9133319,1.0318537,3.7984451,0.7429264,1.0278775,3.6676767,0.9915205,0.9757466,3.6531998,0.5200711,1.0307591,3.8735675,0.7465835,1.0233166,4.2141287,0.8813954,1.0318537,3.7984451,0.2080987,1.0278775,3.6676767,0.3460767,0.9757466,3.6531998,0.5972552,1.0307591,3.8735675,0.6618647,1.0233166,4.2141287,0.7134222,1.0318537,3.7984451,0.6940325,1.0278775,3.6676767,0.6779189,0.9757466,3.6531998,0.8621805,1.0307591,3.8735675,0.940672,1.0233166,4.2141287,0.9823218,1.0318537,3.7984451,0.6735601,1.0278775,3.6676767,0.6943333,0.9757466,3.6531998,0.9003387,1.0307591,3.8735675,0.961947,1.0233166,4.2141287,0.9616086,1.0318537,3.7984451,0.875215,1.0278775,3.6676767,0.3758179,4.3532897,-6.3512925,1.9090073,0.9232291,4.3532897,-0.6879693,-3.6263528,0.7780813,4.3532897,-2.0471887,2.4360287,0.050971,-36456.2506089,30215.5655308,30218.0711971,30217.5384889,0.750146,-36456.2506089,5003.1566577,5002.631696,5003.7490195,0.9357738,-36456.2506089,1242.7670425,1240.6376623,1240.5734772
DUK,0.6266897,0.9922141,1.0432545,0.134349,1.0470018,1.084324,0.2968392,1.0482729,1.2350289,0.44791,1.053664,0.9399501,0.570204,1.0636773,1.2220474,0.355662,0.9922141,1.0432545,0.4823534,1.0470018,1.084324,0.7449984,1.0482729,1.2350289,0.5894733,1.053664,0.9399501,0.6999125,1.0636773,1.2220474,0.7784191,0.9922141,1.0432545,0.4042984,1.0470018,1.084324,0.5807356,1.0482729,1.2350289,0.8620267,1.053664,0.9399501,0.7735242,1.0636773,1.2220474,0.5516963,0.9922141,1.0432545,0.8383512,1.0470018,1.084324,0.9566881,1.0482729,1.2350289,0.2609663,1.053664,0.9399501,0.1560678,1.0636773,1.2220474,0.4268565,0.9922141,1.0432545,0.3661623,1.0470018,1.084324,0.512248,1.0482729,1.2350289,0.264688,1.053664,0.9399501,0.0324009,1.0636773,1.2220474,0.8957226,1.2026137,-0.3305113,-0.6156034,0.072855,1.2026137,4.5277789,-0.7942434,0.6325518,1.2026137,-1.2192601,0.7379107,0.3039231,-4829.3353707,5724.3647259,5724.296206,5723.794603,0.4546521,-4829.3353707,-4137.9786097,-4138.94793,-4139.5234119,0.5597382,-4829.3353707,3245.5284755,3245.5446891,3245.6295825
ECL,0.9299986,0.9880415,2.8106197,0.7273666,0.9404814,2.7026518,0.7228464,0.9373127,3.1453659,0.8595405,0.9443602,2.8865181,0.6600263,0.9408313,2.3008152,0.7752883,0.9880415,2.8106197,0.7183752,0.9404814,2.7026518,0.1700609,0.9373127,3.1453659,0.148512,0.9443602,2.8865181,0.1408191,0.9408313,2.3008152,0.2993549,0.9880415,2.8106197,0.2996001,0.9404814,2.7026518,0.5215176,0.9373127,3.1453659,0.5178682,0.9443602,2.8865181,0.5655475,0.9408313,2.3008152,0.212129,0.9880415,2.8106197,0.201654,0.9404814,2.7026518,0.3164788,0.9373127,3.1453659,0.4103209,0.9443602,2.8865181,0.0148703,0.9408313,2.3008152,0.4500712,0.9880415,2.8106197,0.1184436,0.9404814,2.7026518,0.1773132,0.9373127,3.1453659,0.2929128,0.9443602,2.8865181,0.0160559,0.9408313,2.3008152,0.9874341,6.1518269,0.0848602,-2.2715759,0.3182019,6.1518269,5.4137712,0.1126178,0.1422555,6.1518269,7.9837196,-11.5428172,0.1172738,-39146.0512824,30639.6057134,30644.6227482,30643.5999587,0.7993875,-39146.0512824,-4953.9602501,-4956.0759188,-4960.6529573,0.4911119,-39146.0512824,13461.9141675,13463.0507721,13464.9033418
EL,0.976095,0.995323,-0.0362317,0.458287,0.9626296,-0.1392163,0.82203,0.979498,0.2197393,0.5909645,0.9570498,0.2701172,0.4353029,0.9647194,0.3222194,0.2013592,0.995323,-0.0362317,0.3606156,0.9626296,-0.1392163,0.0981599,0.979498,0.2197393,0.1403054,0.9570498,0.2701172,0.0807858,0.9647194,0.3222194,0.8146945,0.995323,-0.0362317,0.6169658,0.9626296,-0.1392163,0.6183485,0.979498,0.2197393,0.7493503,0.9570498,0.2701172,0.2221504,0.9647194,0.3222194,0.1869792,0.995323,-0.0362317,0.4358764,0.9626296,-0.1392163,0.2244026,0.979498,0.2197393,0.347515,0.9570498,0.2701172,0.4638184,0.9647194,0.3222194,0.235599,0.995323,-0.0362317,0.4334003,0.9626296,-0.1392163,0.5278481,0.979498,0.2197393,0.8014444,0.9570498,0.2701172,0.5447516,0.9647194,0.3222194,0.5807579,-1.1931417,-3.342312,4.8977115,0.312224,-1.1931417,6.0855639,-2.7329461,0.4927947,-1.1931417,-4.1273364,7.0135536,0.5028806,43219.8826756,-14882.1410637,-14885.5324861,-14881.2412048,0.5528689,43219.8826756,13266.799661,13262.8368549,13263.0664851,0.0668088,43219.8826756,-41601.4173311,-41597.342231,-41601.2778347
ENB,0.8814238,0.9944633,0.3924119,0.4803341,0.8617471,0.2088682,0.6511516,0.8471523,0.1091873,0.4592982,0.8575548,0.0667681,0.5375683,0.8612955,-0.0325436,0.8602238,0.9944633,0.3924119,0.9481542,0.8617471,0.2088682,0.9529166,0.8471523,0.1091873,0.9742281,0.8575548,0.0667681,0.9427982,0.8612955,-0.0325436,0.5343745,0.9944633,0.3924119,0.6884283,0.8617471,0.2088682,0.6332676,0.8471523,0.1091873,0.6521857,0.8575548,0.0667681,0.5821398,0.8612955,-0.0325436,0.1619249,0.9944633,0.3924119,0.1960186,0.8617471,0.2088682,0.2162229,0.8471523,0.1091873,0.1812672,0.8575548,0.0667681,0.1088124,0.8612955,-0.0325436,0.4775632,0.9944633,0.3924119,0.6137634,0.8617471,0.2088682,0.7836564,0.8471523,0.1091873,0.7288514,0.8575548,0.0667681,0.7455096,0.8612955,-0.0325436,0.8061167,-0.0065654,0.2345212,0.1894703,0.2040144,-0.0065654,-1.2165559,0.2991602,0.8767565,-0.0065654,0.1480873,0.0320986,0.8674818,-572.2083668,459.1993028,458.5091823,459.2975231,0.8709543,-572.2083668,-437.5816362,-436.9378969,-437.3089289,0.8408765,-572.2083668,550.457282,550.2740079,550.326482
EPD,0.8795905,1.0056218,0.0330329,0.6476634,0.8977021,-0.0489888,0.5322837,0.8808446,-0.0669735,0.6900753,0.8792977,-0.0676746,0.7821118,0.8769155,-0.0861204,0.2365159,1.0056218,0.0330329,0.3713233,0.8977021,-0.0489888,0.4811492,0.8808446,-0.0669735,0.384996,0.8792977,-0.0676746,0.1163109,0.8769155,-0.0861204,0.0103134,1.0056218,0.0330329,0.0154289,0.8977021,-0.0489888,0.0454353,0.8808446,-0.0669735,0.089782,0.8792977,-0.0676746,0.1614499,0.8769155,-0.0861204,0.051401,1.0056218,0.0330329,0.081891,0.8977021,-0.0489888,0.1787794,0.8808446,-0.0669735,0.2923641,0.8792977,-0.0676746,0.2268626,0.8769155,-0.0861204,0.9753113,1.0056218,0.0330329,0.7578587,0.8977021,-0.0489888,0.5498674,0.8808446,-0.0669735,0.6400703,0.8792977,-0.0676746,0.5753919,0.8769155,-0.0861204,0.9931005,-0.2839255,-0.0034012,0.3597853,0.3816755,-0.2839255,0.3446937,0.065609,0.4376912,-0.2839255,-0.3080995,0.0273662,0.790393,-1744.1209795,396.4725716,395.7037801,395.6627318,0.9325305,-1744.1209795,-123.2591485,-123.6418937,-123.3130886,0.3133628,-1744.1209795,1471.5626886,1471.8262299,1471.5273783
EQIX,0.8377445,0.9575306,33.3486865,0.459842,0.9490173,32.4210832,0.8378773,0.9517152,38.5905188,0.7842343,0.9474348,38.6169827,0.8167143,0.9340705,41.3017081,0.5166757,0.9575306,33.3486865,0.0930435,0.9490173,32.4210832,0.2114599,0.9517152,38.5905188,0.3448033,0.9474348,38.6169827,0.233223,0.9340705,41.3017081,0.6199121,0.9575306,33.3486865,0.4035076,0.9490173,32.4210832,0.2687452,0.9517152,38.5905188,0.1322876,0.9474348,38.6169827,0.1992547,0.9340705,41.3017081,0.7967915,0.9575306,33.3486865,0.5896755,0.9490173,32.4210832,0.6833876,0.9517152,38.5905188,0.7016761,0.9474348,38.6169827,0.8709957,0.9340705,41.3017081,0.4883905,0.9575306,33.3486865,0.7778685,0.9490173,32.4210832,0.6765565,0.9517152,38.5905188,0.6764544,0.9474348,38.6169827,0.6888769,0.9340705,41.3017081,0.8864753,41.7041824,-3.7083271,9.254341,0.7544443,41.7041824,-8.1043627,-25.6840814,0.8636533,41.7041824,4.5569815,2.4284018,0.5235442,-183766.1320212,-44708.1736035,-44706.2225743,-44697.3391302,0.2484434,-183766.1320212,78234.5694142,78250.4371988,78241.5323205,0.0272189,-183766.1320212,150282.5861325,150263.1055663,150262.0033619
EQNR,0.0666687,0.9894932,0.4400419,0.2124857,0.8815644,0.1741279,0.0084128,0.9134887,0.778168,0.0158151,0.9243227,0.6974959,0.0304271,0.9248245,0.5759748,0.0812279,0.9894932,0.4400419,0.0952146,0.8815644,0.1741279,0.1471416,0.9134887,0.778168,0.2493928,0.9243227,0.6974959,0.3808051,0.9248245,0.5759748,0.8174567,0.9894932,0.4400419,0.7474228,0.8815644,0.1741279,0.5653125,0.9134887,0.778168,0.5671092,0.9243227,0.6974959,0.6175336,0.9248245,0.5759748,0.1199143,0.9894932,0.4400419,0.3289763,0.8815644,0.1741279,0.2264007,0.9134887,0.778168,0.369082,0.9243227,0.6974959,0.5156178,0.9248245,0.5759748,0.2186406,0.9894932,0.4400419,0.346935,0.8815644,0.1741279,0.1150364,0.9134887,0.778168,0.1838044,0.9243227,0.6974959,0.2819071,0.9248245,0.5759748,0.0416531,1.9611499,-2.0779919,-0.6105397,0.1631783,1.9611499,-1.446844,0.6854925,0.0142455,1.9611499,-2.4312309,0.1199599,0.7837501,-5919.5748418,-828.1455566,-827.7628325,-828.3329641,0.0620224,-5919.5748418,5721.2850862,5721.1108043,5720.4292226,0.7413644,-5919.5748418,1027.9597734,1027.3855838,1027.7717075
ES,0.2392247,0.9329448,4.3023154,0.1110357,0.9241685,4.2440794,0.1641871,0.922934,4.1668182,0.2759857,0.9304549,3.61272,0.2333309,0.9216684,3.5813066,0.6115811,0.9329448,4.3023154,0.6308253,0.9241685,4.2440794,0.1863835,0.922934,4.1668182,0.3522758,0.9304549,3.61272,0.2248984,0.9216684,3.5813066,0.7261577,0.9329448,4.3023154,0.9207662,0.9241685,4.2440794,0.5338995,0.922934,4.1668182,0.6325859,0.9304549,3.61272,0.8434529,0.9216684,3.5813066,0.7456457,0.9329448,4.3023154,0.7298658,0.9241685,4.2440794,0.6160938,0.922934,4.1668182,0.816087,0.9304549,3.61272,0.8360241,0.9216684,3.5813066,0.5183261,0.9329448,4.3023154,0.6638853,0.9241685,4.2440794,0.7033578,0.922934,4.1668182,0.4243517,0.9304549,3.61272,0.5448609,0.9216684,3.5813066,0.6723457,4.7320072,-1.0112521,-0.4999784,0.0140601,4.7320072,-5.8342462,3.2099833,0.8533207,4.7320072,-0.4443362,2.5131034,0.8109682,-3601.5285042,1701.9920535,1701.9433543,1702.5436738,0.4552421,-3601.5285042,-5314.6422311,-5315.2322925,-5314.1282294,0.3059682,-3601.5285042,7219.4589018,7217.9922673,7218.0748412
EXC,0.4389322,0.9651281,1.4491435,0.7528787,0.8968618,1.6310355,0.7052015,0.9279033,1.3138604,0.7366307,0.9244242,1.1865281,0.8627787,0.9269776,1.3346319,0.0811293,0.9651281,1.4491435,0.2931944,0.8968618,1.6310355,0.3226221,0.9279033,1.3138604,0.4307449,0.9244242,1.1865281,0.571582,0.9269776,1.3346319,0.1494545,0.9651281,1.4491435,0.1181059,0.8968618,1.6310355,0.3805416,0.9279033,1.3138604,0.5486006,0.9244242,1.1865281,0.2092095,0.9269776,1.3346319,0.9123339,0.9651281,1.4491435,0.9146921,0.8968618,1.6310355,0.9488148,0.9279033,1.3138604,0.9624445,0.9244242,1.1865281,0.7572848,0.9269776,1.3346319,0.4277263,0.9651281,1.4491435,0.5019282,0.8968618,1.6310355,0.63936,0.9279033,1.3138604,0.8605395,0.9244242,1.1865281,0.9432052,0.9269776,1.3346319,0.9797308,0.7466231,0.0432907,1.0986534,0.9568584,0.7466231,-0.0922191,0.069552,0.7249103,0.7466231,0.5952145,0.4352443,0.0024732,18104.5904983,-9085.3403836,-9086.4297003,-9086.4315105,0.1526156,18104.5904983,-4414.7999101,-4415.0709079,-4415.3263927,0.1385782,18104.5904983,-4602.2682909,-4602.2564304,-4602.2870137
